"S.No","Source","Reviewer_Name","Date","Star_Rating","Review_Text","Helpful_Count"
"272","Trustpilot","Shashank Visweswara","Feb 25, 2026","1","Absolute shithole company. Do not engage with them. The Sales person sold us that we could sign up for a longer course but cancel anytime if we didn't like it and just finish the core modules of 30 classes. From the get go it was horrible, the teacher assigned couldn't even speak properly, berated the kids - my kid walked away from class in tears more than once. Asking them to change teachers or class weren't entertained. They never completed the course content for 30 classes and on asking to cancel the course they NOW said that they can only cancel after 30 classes which we did. However they are now refusing to refund 2 additional payments. Avoid them like the plague, its a fraud company with shitty teachers and even more horrible support team.","0"
"273","Trustpilot","Jatin Shyamlaal Haryaani","Feb 22, 2026","1","I enrolled my daughter for maths and English class. The English class was still fine but with the maths class, we had lot of issues. First when I took the trails class for maths I was not happy, later on they did a trial with another teacher, she was good so I agreed and paid the fees, with a condition that the same teacher should teach her, they agreed. But when the classes started there was another teacher, I contacted the sales team, they mentioned the new teacher is just to teach the speed maths for 3 months and then you will have the trial class teacher. Till today we have not got that teacher, we have changed around 4 teachers now but still not happy with the teachers quality or teaching skill. On the speed maths, which they claim I s there speciality, actually ended up slowing my daughters speed, because I think, they either they don’t train kids properly or it’s difficult to adopt to a new calculation technique after a certain age, either ways it’s of no use to us and this was the complain of other parents in the parent teachers meetings, not a single parent was happy with Bhanzu. After like 4 months of complaining we requested for the refund for just the maths class, they just kept delaying it one reason or another like changing the teacher after the second teacher we stopped the clsses and we were fighting for the refund. They they came out with the brilliant idea of having done 80% of the class to claim refund and we were at 75% that too because we halted the class. We still today are fighting for the refund but it’s of no use. Bhanzu is a sub par tutorials and is a very mediocre one, don’t waisted your money and more importantly your kids time, it’s more precious.","0"
"274","Trustpilot","saree world","Updated Feb 22, 2026","1","@bhanzu, I am ready to share all the screenshots of payment, me requesting to cancel within hours of enrollment and before any services have begun, literally within 24hours. Kindly refund my money back!!! I am writing this again to let others know that though Bhanzu team here comments under every 1 star feedback saying they will contact us and that they will resolve but... they are lying. I have all emails and whatsapp communication with this team but they are falsely claiming that they didn't find any details of me as registered into their system. I wish there is a way to upload all my screenshots here so other parents know Bhanzu is just after your money and NO REFUNDS and PURE SCAM... We enrolled and within hours before any service has started, no tutors were appointed, no schedule was set, I asked the agent to cancel and refund my amount but they stopped responding to my cancel/refund request, and HARASSED me with emails and phone calls to schedule, and then claiming that all these emails and phone calls are part of their sevice and that they won't refund me anymore. Their pure intention is ONLY TO STEAL YOUR MONEY. Unfortunately I have heard there are several innocent parents who got trapped with their stupid free demo and then forced to pay making them believe that they are getting some kind of a deal if paid immediately. This is wrong on so many levels. When no service has started and we requested to refund within hours, why are you being so stubborn about trying to get us onboard when we clearly told we are not interested and why are you sticking with our hard earned money, what kind of a system is this??? KINDLY REFUND MY MONEY BACK IMMEDIATELY... I will keep fighting for it. It's hard earned money my kids deserve the best not cunning institute!. I will also look into legal action along with all those parents that are in the same boat as me. If you are such parent that got trapped like me, feel free to message me. Let's get the light on this fraudsters.","0"
"275","Trustpilot","Nagendra Nalla","Feb 19, 2026","1","they have faulty enrolling model which is fraud and they will force you to enroll, Deena is the one who forced us to join after money is received she will rarely respond, they speak something and once fees paid, they offer changes as it is verbal communication no written details are provided prior enrollment, after several reminders in sending details of discussion the real color comes out, they is some value with their classes with their fraudulent practices even that value will be invisible, people enrolling please be vigilant to know your complete offer or you will be fooled, they are one good team to fool you several times not once, every has one agenda money","0"
"276","Trustpilot","cant say","Updated Feb 19, 2026","1","Dear Parents, Bhanzu is big scam, dont go with them I took demo class to my daughter with Bhanzu, after finishing demo class the sales guy XXX.. joined in same call and requested to join the classes and pay money, he spent almost 2 hrs with us and forced us to pay money at the same time, we asked to give some time to decide and he told he can not give time if he disconnect the call the price will change, these people are forcing people to pay money at the time by giving very little discount and cheating us.. Then we paid $1600 at the same time and he told when ever we have any problems call to him so that he will resolve, the time came to join the real class and my daughter joined in the meeting and no one joined, she waited for 30mnts and still teacher not joined so i meesaged the huy Uday and he dint replied, then i messaged to automated message no and we got replied teacher is not attending the class because of some emergency leave, there is no information until we message, and its been 2 moths we keep on messaging him and calling him no reply We decided because of no reply and not good service we dont want to continue and we requested for refund, we called to customer service, person name called Sharath spoke with us we explained everything and he clearly told this is Bhanzu mistake sorry for that and he will provide refund, and he told he will come back in 2 days with solution but again no reply from him as well, and we called back again after 4 days then he told he is checking with management everytime its been 2 months now they are saying she needs to attned 80% classes as per policy and they will providde refund, when we dont like their service and when we dont attend single class what is this policy, they clearly mentioned once we started attending clases and we dont like we have to attend 80% of the classes, but when we don't attend any single class and asked for refund why yhis guys are forcing us to attened the classes for 80% and they will provide refund, after attending 80% classes how come they will provide refund And now we said even if you provide free classes also we dont attend and no reply from them Guys dont believe them these people are cheaters, until we pay money they will force us to pay money and once we paid no proper responce, we are planning to go legally","0"
"277","Trustpilot","saree world","Updated Feb 20, 2026","1","Update: Bhanzu, I emailed you from my registered account and you are saying you couldn't find any details of it. I can share all the screenshots of the communication where required. Is this your new tactics? Dear parents, beware of Bhanzu scam! Hello all diligent parents. I feel compelled to advise fellow parents and individuals seeking premium educational opportunities for their children to exercise caution when interacting with Bhanzu, as its actions appear to be indicative of a fraud. They have pressured me to pay during the free demo class, and I went with the pressure and within hours of payment before any onboarding has started, I requested the agent to cancel my enrollment and to kindly refund as no paid services has started yet. They ignored my message and started sending me automated welcome emails and phone calls about onboarding. They didn't care a word about my cancellation request. . Consequently, I have also discovered that I am not the only parent who has been taken advantage of by Bhanzu, as there are other parents who have had similar experiences. All saying Bhanzu promised about refund if their classes are not satisfactory but kept ignoring their request. And there are several cases like this posted on social media, where innocent parents were forced to pay and then communication disappears from Bhanzu. I have decided to escalate this matter by filing a formal complaint with both my lawyer and the Better Business Bureau. It is essential to exercise caution when dealing with Bhanzu, as it exhibits characteristics consistent with a fraud when it comes to refunds. Furthermore, I have observed that Bhanzu consistently deletes complaint messages from their comments section, thereby preventing customers from viewing them. Therefore, I strongly advise individuals to exercise caution before providing Bhanzu with any financial information good luck!!! Once they get your money, they don't care about you at all.","0"
"278","Trustpilot","Ramakrishna","Feb 18, 2026","1","Very Poor Experience – Misleading Commitments and Refund Refusal Our experience with Bhanzu has been extremely disappointing and concerning. Before enrolling our son, we clearly communicated specific requirements and were assured multiple times that they would be accommodated. Those assurances were the only reason we proceeded with full payment. Once the payment was completed, the course format and commitments suddenly changed. This was never disclosed beforehand. Had we been told the actual structure, we would not have enrolled. Since raising our concerns, the communication has been unprofessional and unclear. There is no proper escalation process or accountable customer support. Most concerning of all, they are refusing to process a refund while also not delivering what was originally promised. This experience feels misleading and unfair. We relied on their representatives’ commitments in good faith, and that trust has been broken. We strongly urge parents to exercise extreme caution. Ensure every commitment is documented clearly in writing before making payment. If this matter is not resolved appropriately, we will have no choice but to escalate it through formal consumer protection channels. Very disappointed with the lack of transparency and accountability.","0"
"279","Trustpilot","Sudha","Feb 17, 2026","1","We are highly dissatisfied with the syllabus and overall course quality. Despite raising multiple refund requests, there team is refusing to process our refund there customer care executive Shivam clearly stated on call that we will NOT receive any refund even if we are not satisfied with the course. This is extremely unprofessional and unethical. Please don’t trust them and loose your money They should be banned in providing education in USA","0"
"280","Trustpilot","Haha","Feb 15, 2026","1","waste of time and money, bunch of scammers and a team to lead them.","0"
"281","Trustpilot","Ayça Dederke","Feb 14, 2026","1","Our son just left the webinar very disappointed and frustrated. The teacher asked all the kids except for him during the quiz, his name was not even mentioned a single time although he attended the entire webinar. He was muted the entire session, host did not allow unmuting while all other kids were able to speak and participate. During 5 minutes of the webinar the teacher was not visible anymore but the screen only showed another kid in full screen, we had to leave the session and join again","0"
"282","Trustpilot","savita patil","Feb 13, 2026","1","This has been one of the worst experiences I’ve had with any educational company. They took the full payment for my daughter’s classes at the beginning. When we needed to cancel, they completely stopped being responsive. For the last month, I have been calling them every single day. Each time, they promise, “We will get back to you.” But nobody ever does. No clear communication. No refund update. No accountability. It is extremely stressful and disappointing as a parent to go through this. I would strongly advise parents to think carefully before enrolling.","0"
"283","Trustpilot","PR V","Jan 9, 2026","1","BHANZU is a SCAM, they don't refund money as promised if we cancel the classes, I called them 4 times in 20 days, they have a scripted and same answer every time I call - "" the accounts team just logged out and we will call you in 24 hrs and they never gave call back and there is no way to contact them, except one customer care number. ITS A BIG SCAM, STAY AWAY FROM THIS AND HOPE THIS GETS EXPOSED ON ALL PLATFORMS AND NO ONE SHOULD ENROLL AND SAVE MONEY.","0"
"284","Trustpilot","psx","Jan 2, 2026","1","No teacher coming to lessons. No returns. Waiting three years for the refund. Keep calling me once every three months… Too much problems to even talk about, Bhanzu is a dodgy math tutoring websites which targets innocent parents.","0"
"285","Trustpilot","Brain Bites","Dec 30, 2025","1","Bhanzu is a major scam. They lure people into buying their packages by promising make-up sessions if a child can’t attend, or a refund if the service is unsatisfactory. Neither of these promises were honored. I requested make-up classes multiple times, and the organization refused. They are also not refunding the money. Their behavior is completely unethical and misleading. I strongly warn others to stay away from this organization.","0"
"286","Trustpilot","Surendarkumar Amduri","Dec 29, 2025","1","I would like to share my experience with Bhanzu, which has been deeply disappointing and has left me feeling misled. I enrolled my daughter in the program with the expectation of receiving quality education, based on the advertisements and promotions widely circulated across multiple platforms. However, within just one month of enrollment, three different teachers were assigned to my child without any prior notice. The constant changes in teaching methods disrupted her learning process and ultimately caused her to lose interest in the program. In May 2025, I formally requested a cancellation of the enrollment. Since then, I have been following up repeatedly, but there has been no progress or resolution from Bhanzu. This lack of responsiveness has been extremely frustrating. I strongly urge parents to carefully review feedback and experiences before enrolling their children. I also advise against paying the full amount upfront, as once the payment is made, refunds appear to be nearly impossible to obtain. At present, I am seeking legal advice on how best to proceed with this matter. Through my research, I have discovered that many other parents have faced similar issues, suggesting a broader pattern of misconduct that deserves serious attention.","0"
"287","Trustpilot","Kiyaan","Dec 29, 2025","1","Misleading commitments and poor service. Bhanzu’s executive assured a refund after the lock-in period, but despite completing the required classes and informing them in advance, the refund was not processed. Quality of classes was also disappointing. Very unprofessional handling.","0"
"288","Trustpilot","Tavaril Edir","Dec 28, 2025","1","Regarding the pricing of the Math Star program, in India, the programs offered through Bhanzu Online Learning range from INR ₹10,000 to INR ₹40,000, which translates to approximately AU$167 to AU$668 in Australia. Since the online training is available in both India and Australia, I have concerns about trusting the current pricing structure. It appears that Bhanzu may increase prices or ask for more money when customers are from different countries such as Australia, Canada, or the USA.Therefore, I advise all parents to exercise caution when registering their children for this program and to carefully review any feedback or reviews about Bhanzu.","0"
"289","Trustpilot","Praveen Matsa","Dec 28, 2025","1","I’m not sure why I’m giving this a star at all. I joined Bhanzu with my daughter after their marketing and demo impressed us, and we were excited to start. We weren’t given any training on using the portal for scheduling, which was a minor issue. I was very focused on finding a good, experienced teacher, something they had promised from the start. My daughter was selected for a school role play, which conflicted with Bhanzu’s class times. I explained the situation, and they threatened to charge $190 for a schedule change—unbelievable. After several discussions, they agreed to reschedule for different times, but they spoke as if doing us a favor. They were not flexible about timing, and their policy seemed rigid: classes could only be scheduled at 30-minute increments past the hour. My daughter already has a full schedule with other activities, and Bhanzu’s rigidity didn’t help. Two months in, a new teacher was assigned, but in just a couple of classes, I didn’t see any new or engaging material. We decided not to waste more time and sent an email stating we weren’t interested. They kept sending invites even though we didn’t attend, and the “torture” began—the same conversations about policies, repeatedly saying we must attend at least 80 sessions before a refund, and so on. Since then, there have been numerous calls from many different representatives, all with no resolution. My money is still tied up with them, and there has been no action on my case as of today. They neither returned the money nor provided a solution. They repeatedly request feedback from different people with no progress. Bottom line: avoid this company. Their refund policy and lack of flexibility make it a poor experience for families with tight schedules.","0"
"290","Trustpilot","Ann Kilili","Dec 27, 2025","1","I registered for the classes, but they did not meet the expected standard. I requested a refund and was repeatedly referred between customer service representatives. Despite paying a substantial deposit, I have not received my refund.","0"
"291","Trustpilot","Sim Md","Dec 25, 2025","1","Don’t fall into their trap. Like many parents, we wanted our child to improve his math skills. Bhanzu lures you in with big promises and confident claims about making your kid “math-strong” and aligning with international curricula. None of that is true. Our son got bored after about 30 sessions. There was zero engagement, zero excitement, and absolutely no visible improvement. We forced him to continue until around 50 sessions, hoping it would get better. It didn’t. It only got worse. And forget about refunds. Once they have your money, that’s it. No flexibility, no accountability - just excuses. This is a money-hungry operation that cares more about locking parents into contracts than actually helping kids learn. The teaching quality is poor. The instructors follow a low-effort, Indian coaching-center style that does not match U.S. or non-Indian school curricula in any way, despite what they confidently claim during sales calls. They simply repeat scripted methods with no customization or understanding of how kids outside the Indian education system learn. At this point, we’ve made peace with the fact that the money is gone. We consider it money given to charity. This “organization” will go down as one of the worst money-mongers we’ve ever encountered. All hype, no substance. Save your money. Save your child’s time. Stay away.","0"
"292","Trustpilot","Ak","Dec 23, 2025","1","If BHANZU don't refund your money back then contact your bank and file a dispute. Provide them all the evidence like email , chat, invoice etc., The bank will refund you 100% of your money. I got the money from the bank within few weeks.","0"
"293","Trustpilot","Hriya Sen","Dec 22, 2025","1","I had taken a demo class for my 5th grader. We also had another briefing session with one of their consultants. Post that, we found multiple negative reviews of various platforms for Bhanzu and hence decided not to proceed with it. Eversince then till date (4 months already) we have been getting calls from various staffs of Bhanzu asking why we do not want to proceed. We are sick of explaining, they keep pushing us, they keep testing our patience.. today I again received a call from a lady (she said she heads something in Bhanzu, I forgot) I kept telling her I do not want to have any conversation about Bhanzu as we do not want to proceed and we have said this a million times to many of her staffs. She kept of justifying those negative comments which are present in various platforms. I told her to take my number off as I do not want to have these conversations every week with them. She straight away denied to take my number off saying ‘No I cannot’. I told her I would be forced to write my experience and share feedback if they keep calling us inspite of denying their service so many times, she very conveniently told me to ‘Go right ahead’. WoW!!! No business ethics, no respect of people’s choice. Even after not raking their service very bad experience!!!","0"
"294","Trustpilot","priya mahathi","Dec 20, 2025","1","Worst curriculum and over priced. My son attended for one in his fourth grade and they didn’t even properly taught about division for 4th grade.","0"
"295","Trustpilot","Raju Pajni","Updated Dec 19, 2025","1","Iam not happy with the Bhanzu team and tutor group .I enrolled my chlid for math classes on sep ,After attending 8 to 9 session it was clear teacher quality were unsatisfactory. At the time of enrollment, they had clearly told that refund would be available after 30 session .It has been one month and the refund is still pending. He is not even saying right now whether he will refund the money.customer service has been unhelpful .I would strongly advice parents not to enrolling their children in these classes.","0"
"296","Trustpilot","Prabhu","Dec 17, 2025","1","I enrolled my child for English classes on Aug 2024, but the classes were assigned only on Jan 2025, showing extremely poor communication and management. After attending a few sessions, it was clear the curriculum and teaching quality were unsatisfactory. Even other parents raised concerns during live sessions. At enrollment, we were clearly told that a refund would be available after 20 classes. Based on this assurance, we proceeded. However, since March 2025, I have been repeatedly following up for a refund with no resolution. Customer service has been frustrating and unaccountable. Each escalation results in new, previously undisclosed conditions. In my latest conversation, I was told my child must attend 69 out of 100 classes just to discuss a refund. Representatives claim they have no authority and no managers available, leading to endless, pointless conversations. It is unacceptable to force customers to continue classes they are unhappy with, especially after making false promises during enrollment. The refund process is misleading, non-transparent, and seemingly designed to delay and frustrate customers. I strongly advise parents to be cautious before enrolling.","0"
"297","Trustpilot","Jitesh Maheshwari","Dec 17, 2025","1","We enrolled our child with Bhanzu during the trial period, but had to discontinue within a short time due to frequent teacher changes, which affected consistency and learning quality. We were assured that a refund would be processed, however, it has now been over 6 months, and the refund is still pending. Despite sending multiple follow-up emails, there has been no response from the support team. What is disappointing is the contrast in behavior—during enrollment, follow-ups were frequent, but once it came to processing a refund, communication completely stopped. This reflects poorly on Bhanzu’s customer support and accountability. I hope Bhanzu takes feedback like this seriously and improves its post-enrollment support, especially around refunds and customer communication.","0"
"298","Trustpilot","mohammed siddique","Dec 16, 2025","1","Our experience with Bhanzu Math has been extremely disappointing. We decided to cancel our daughter’s classes due to poor teaching quality and a lack of meaningful engagement from the instructors. Unfortunately, the cancellation process has been unnecessarily painful and frustrating. Customer service has been unresponsive and unhelpful. Despite repeated follow-ups, we have been promised a refund for over a month, and it still has not been processed. The lack of accountability and professionalism is concerning. Based on our experience, I would strongly advise parents to think twice before enrolling their children in these classes","0"
"299","Trustpilot","Stu Cuts","Updated Dec 19, 2025","1","Trying to educate your child to online meeting etiquette is challenge one. Then they’re to learn the charm of online classes. To top it off it takes time for the teacher to manage this group, it takes time but after six months it was working. Until all of a sudden the teacher vanished and the group kids still ask where is our first teacher or when is our teacher coming back? This new one is now having to learn how to manage this group again. They’re kids they need to be handled. If you’re going to change teachers and lack the respect or courtesy to advise before hand at least make them watch the classes and the PTM sessions where the last teacher was coached on how to handle the group to keep them engaged and enjoying it. Becoming a waste money. Will tell why on the next post. Was asked for more info from Bhanzu to address the issue. Simply Bhanzu, confirm or deny if you change teachers without prior notice which is disruptive to learning and teaching⁉️⁉️ Yes or No","0"
"300","Trustpilot","Archie","Updated Jan 16, 2026","1","Final update : The escalation team has been able to find a resolution to the problem. I would like to appreciate all the help I received from escalation team. But dont be fooled, the company still deserves a single⭐️ just because incant go lower than this. Stay away from them. 🚫 Three Months of Pain, Zero Resolution Despite adhering to every single condition and requirement set by the platform, I have spent the last three months in a cycle of writing endless emails with zero luck in achieving a resolution to my initial issues. The customer support and administrative processes are non-existent or deliberately obstructive. This is not a reputable education provider; it is a scheme designed to trap your money and your time. 💸 The Refund Scam: Hidden Fees and Forced Accounts After months of relentless effort, when the company finally conceded to a refund, they introduced new, deceitful tactics to claw back money: Unaccounted Charges: They retroactively added charges for ""unaccounted classes"" that were never legitimately taken or billed for, effectively reducing the agreed-upon refund amount. This is a blatant attempt to grab more money from a frustrated customer. Forced Payment Methods: Despite the original transaction being charged in AUD (Australian Dollars), they insisted that the refund could only be processed via a PayPal account or an Indian bank account number. This is an absurd and highly suspicious requirement that adds unnecessary complexity and currency conversion risks for international customers. 🛑 My Strongest Advice: Avoid Enrollment If you are a parent looking for a quality online education platform, I can assure you that there are many other, more reputable platforms available. Do NOT enroll your kids here. The stress and hassle this company causes is not worth any perceived educational benefit. Trial Strategy: If you absolutely must proceed, against my advice, go for the smallest possible package for a short trial period. Treat it as a cheap way to gauge your child's engagement and, more importantly, the platform's administrative reliability.","0"
"301","Trustpilot","Surendarkumar Amduri","Dec 15, 2025","1","I would like to share my experience with Bhanzu, which has been deeply disappointing and has left me feeling misled. I enrolled my daughter in the program with the expectation of receiving quality education, based on the advertisements and promotions widely circulated across multiple platforms. However, within just one month of enrollment, three different teachers were assigned to my child without any prior notice. The constant changes in teaching methods disrupted her learning process and ultimately caused her to lose interest in the program. In May 2025, I formally requested a cancellation of the enrollment. Since then, I have been following up repeatedly, but there has been no progress or resolution from Bhanzu. This lack of responsiveness has been extremely frustrating. I strongly urge parents to carefully review feedback and experiences before enrolling their children. I also advise against paying the full amount upfront, as once the payment is made, refunds appear to be nearly impossible to obtain. At present, I am seeking legal advice on how best to proceed with this matter. Through my research, I have discovered that many other parents have faced similar issues, suggesting a broader pattern of misconduct that deserves serious attention.","0"
"302","Trustpilot","Nitin Kumar patel","Updated Dec 15, 2025","1","They keep calling me and threatening to remove person name and his mobile no. So that’s why m removed it!! Our experience with Bhanzu has been incredibly disappointing. When I booked free demo the guy who called me his name & mobile no. (XXX \+91 XXXXXXX) and he said if any problem in the future please call me don't hesitate, 8 year old my daughter started Bhanzu classes, I paid £1350 in MAY 2025 and session started from JUN but after 20 sessions she decide did not want to continue the classes anymore. Then I called to XXX about cancellation, he said you need to drop email to bhanzu help & you received ticket no. Which you copy to me then I will refund your money after that he didn't pick my call just send me a message ....will update you ...and he said don't call me again otherwise I can't help you & block your no. all communication from Bhanzu stopped, and repeated attempts to reach them went unanswered. Still I am suffering for refund !! Date 12/12/25 I posted a review and they called me straight away and advised me that Please delete it and I will give you back the money."" I said, ""First give me back the money and confirmation email to me then I will delete it ."" Then they said, I will give you a confirmation email."" we kindly request you to provide us with either your registered PayPal ID or your Indian bank details, why I provide different account details, have to refund on same account which I made the original payment but they advice me you want refund or not if yes then provide what we said, how can I provide Indian bank details even I am not living in India, then I called to PayPal to explain my case and they said this not right way to refund it !! 15/12/25 Replay your comment… Why I used abusive language toward your team members ..ask him first …he said don’t call me again, I am not help you and he never answer to my call just text me …. Always busy ….Before cancellation process he pick up my call now he not … we are working parents I know the value of money, paid £1350 to fraud Bhanzu !! If I don’t receive refund form you , I can used any language toward your team members !! Put you are in my place then what you think !! About this fraud BHANZU !!","0"
